,State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Lower Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error for Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence Limit for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit,State.ABBR,Prescribing.Rate
365,North Carolina,2008,Both Sexes,All Ages,All Races-All Origins,1196,9309449,12.8472,0.37149,12.1191,13.5753,12.7821,0.37185999999999997,12.0533,13.511,12.6–16,11.9864,11.8947,"per 100,000 population",NC,88.6
366,North Carolina,2009,Both Sexes,All Ages,All Races-All Origins,1191,9449566,12.6038,0.36521,11.8879,13.3196,12.5987,0.36783000000000005,11.8778,13.3197,12.6–16,12.0624,11.9388,"per 100,000 population",NC,89.3
367,North Carolina,2010,Both Sexes,All Ages,All Races-All Origins,1093,9535483,11.4625,0.34671,10.7829,12.142000000000001,11.4018,0.34792,10.7199,12.0837,10.3–12.6,12.4144,12.2966,"per 100,000 population",NC,93.1
368,North Carolina,2011,Both Sexes,All Ages,All Races-All Origins,1264,9656401,13.0898,0.36818,12.3681,13.8114,13.049000000000001,0.37105,12.3218,13.7763,12.6–16,13.2674,13.1852,"per 100,000 population",NC,93.5
369,North Carolina,2012,Both Sexes,All Ages,All Races-All Origins,1298,9752073,13.31,0.36944,12.5859,14.0341,13.325,0.37409000000000003,12.5918,14.0582,12.6–16,13.2208,13.1422,"per 100,000 population",NC,98.6
370,North Carolina,2013,Both Sexes,All Ages,All Races-All Origins,1259,9848060,12.7842,0.3603,12.0781,13.4904,12.8868,0.36796,12.1656,13.607999999999999,12.6–16,13.9127,13.8005,"per 100,000 population",NC,96.7
371,North Carolina,2014,Both Sexes,All Ages,All Races-All Origins,1358,9943964,13.6565,0.37059000000000003,12.9302,14.3829,13.8046,0.38038,13.059000000000001,14.5501,12.6–16,14.7574,14.6831,"per 100,000 population",NC,93.7
372,North Carolina,2015,Both Sexes,All Ages,All Races-All Origins,1567,10042802,15.6032,0.39416999999999996,14.8306,16.3758,15.7928,0.40521999999999997,14.9986,16.5871,12.6–16,16.304000000000002,16.2923,"per 100,000 population",NC,88.4
373,North Carolina,2016,Both Sexes,All Ages,All Races-All Origins,1956,10146788,19.277,0.43587,18.4227,20.1313,19.6947,0.45261999999999997,18.8076,20.5818,16–52,19.6925,19.7851,"per 100,000 population",NC,82.5
374,North Dakota,2006,Both Sexes,All Ages,All Races-All Origins,14,649422,2.1558,0.57615,1.1786,3.617,2.1165,0.57709,1.127,3.6193,1.8–7.1,11.5373,11.4883,"per 100,000 population",ND,56.0
375,North Dakota,2007,Both Sexes,All Ages,All Races-All Origins,32,652822,4.9018,0.8665200000000001,3.3528,6.9199,4.7623,0.8562700000000001,3.2358,6.7597,1.8–7.1,11.9543,11.8775,"per 100,000 population",ND,59.3
376,North Dakota,2008,Both Sexes,All Ages,All Races-All Origins,46,657569,6.9955,1.03142,5.1216,9.331,7.3703,1.11385,5.3553,9.8943,7.1–10.2,11.9864,11.8947,"per 100,000 population",ND,61.7
377,North Dakota,2009,Both Sexes,All Ages,All Races-All Origins,27,664968,4.0603,0.78141,2.6758,5.9076,4.4054,0.86531,2.8778,6.455,1.8–7.1,12.0624,11.9388,"per 100,000 population",ND,60.3
378,North Dakota,2010,Both Sexes,All Ages,All Races-All Origins,23,672591,3.4196,0.71304,2.1677,5.1311,3.4089,0.72829,2.1364,5.1612,1.8–7.1,12.4144,12.2966,"per 100,000 population",ND,63.0
379,North Dakota,2011,Both Sexes,All Ages,All Races-All Origins,16,683932,2.3394,0.58485,1.3372,3.7991,2.0354,0.52198,1.1392,3.3569999999999998,1.8–7.1,13.2674,13.1852,"per 100,000 population",ND,61.3
380,North Dakota,2012,Both Sexes,All Ages,All Races-All Origins,21,699628,3.0016,0.655,1.858,4.5883,3.1184,0.69702,1.9048,4.8162,1.8–7.1,13.2208,13.1422,"per 100,000 population",ND,62.1
381,North Dakota,2013,Both Sexes,All Ages,All Races-All Origins,20,723393,2.7647,0.61822,1.6888,4.2699,2.8154,0.64877,1.695,4.3965,1.8–7.1,13.9127,13.8005,"per 100,000 population",ND,60.1
382,North Dakota,2014,Both Sexes,All Ages,All Races-All Origins,43,739482,5.8149,0.88676,4.2083,7.8326,6.2628,0.9867799999999999,4.4742,8.5281,1.8–7.1,14.7574,14.6831,"per 100,000 population",ND,58.1
383,North Dakota,2015,Both Sexes,All Ages,All Races-All Origins,61,756927,8.0589,1.0318399999999999,6.1644,10.352,8.5971,1.12916,6.5281,11.1138,7.1–10.2,16.304000000000002,16.2923,"per 100,000 population",ND,53.0
384,North Dakota,2016,Both Sexes,All Ages,All Races-All Origins,77,757952,10.158999999999999,1.15772,8.0173,12.697000000000001,10.6102,1.24492,8.3167,13.3407,10.3–12.6,19.6925,19.7851,"per 100,000 population",ND,47.8
385,Ohio,2006,Both Sexes,All Ages,All Races-All Origins,1515,11481213,13.1955,0.33901,12.530999999999999,13.8599,13.2315,0.34274,12.5597,13.9033,12.6–16,11.5373,11.4883,"per 100,000 population",OH,87.7
386,Ohio,2007,Both Sexes,All Ages,All Races-All Origins,1592,11500468,13.8429,0.34694,13.1629,14.5229,13.8858,0.35157,13.1968,14.5749,12.6–16,11.9543,11.8775,"per 100,000 population",OH,92.7
387,Ohio,2008,Both Sexes,All Ages,All Races-All Origins,1733,11515391,15.0494,0.36151,14.3409,15.758,15.1383,0.36837,14.4163,15.8603,12.6–16,11.9864,11.8947,"per 100,000 population",OH,97.5
388,Ohio,2009,Both Sexes,All Ages,All Races-All Origins,1236,11528896,10.7209,0.30494,10.1232,11.3186,10.8867,0.31440999999999997,10.2704,11.5029,10.3–12.6,12.0624,11.9388,"per 100,000 population",OH,100.4
389,Ohio,2010,Both Sexes,All Ages,All Races-All Origins,1835,11536504,15.905999999999999,0.37132,15.1783,16.6338,16.0885,0.38204,15.3397,16.8372,16–52,12.4144,12.2966,"per 100,000 population",OH,102.4
390,Ohio,2011,Both Sexes,All Ages,All Races-All Origins,2025,11544951,17.5401,0.38978,16.7762,18.3041,17.7178,0.40143,16.930999999999997,18.5046,16–52,13.2674,13.1852,"per 100,000 population",OH,101.5
391,Ohio,2012,Both Sexes,All Ages,All Races-All Origins,2125,11544225,18.4075,0.39931,17.6248,19.1901,18.897000000000002,0.41811000000000004,18.0775,19.7165,16–52,13.2208,13.1422,"per 100,000 population",OH,97.5
392,Ohio,2013,Both Sexes,All Ages,All Races-All Origins,2347,11570808,20.2838,0.41868999999999995,19.4632,21.1044,20.7926,0.43833,19.9335,21.6517,16–52,13.9127,13.8005,"per 100,000 population",OH,93.1
393,Ohio,2014,Both Sexes,All Ages,All Races-All Origins,2744,11594163,23.6671,0.45181000000000004,22.7815,24.5526,24.6364,0.48084,23.6939,25.5788,16–52,14.7574,14.6831,"per 100,000 population",OH,89.5
394,Ohio,2015,Both Sexes,All Ages,All Races-All Origins,3310,11613423,28.5015,0.4954,27.5305,29.4725,29.9118,0.53173,28.8696,30.954,16–52,16.304000000000002,16.2923,"per 100,000 population",OH,82.7
395,Ohio,2016,Both Sexes,All Ages,All Races-All Origins,4329,11614373,37.2728,0.5665,36.1624,38.3831,39.1225,0.60892,37.929,40.316,16–52,19.6925,19.7851,"per 100,000 population",OH,75.3
396,Oklahoma,2006,Both Sexes,All Ages,All Races-All Origins,563,3594090,15.6646,0.66018,14.3706,16.9586,16.2335,0.6903600000000001,14.8804,17.5866,16–52,11.5373,11.4883,"per 100,000 population",OK,108.7
397,Oklahoma,2007,Both Sexes,All Ages,All Races-All Origins,666,3634349,18.3252,0.71009,16.9334,19.7169,18.8316,0.73754,17.386,20.2772,16–52,11.9543,11.8775,"per 100,000 population",OK,114.4
398,Oklahoma,2008,Both Sexes,All Ages,All Races-All Origins,564,3668976,15.3721,0.64728,14.1035,16.6408,15.630999999999998,0.6659,14.3258,16.9362,12.6–16,11.9864,11.8947,"per 100,000 population",OK,111.3
399,Oklahoma,2009,Both Sexes,All Ages,All Races-All Origins,756,3717572,20.3359,0.73961,18.8862,21.7855,20.6336,0.76153,19.141,22.1262,16–52,12.0624,11.9388,"per 100,000 population",OK,115.0
400,Oklahoma,2010,Both Sexes,All Ages,All Races-All Origins,717,3751351,19.1131,0.7137899999999999,17.7141,20.5121,19.4399,0.73842,17.9926,20.8872,16–52,12.4144,12.2966,"per 100,000 population",OK,119.6
401,Oklahoma,2011,Both Sexes,All Ages,All Races-All Origins,703,3791508,18.5414,0.6993,17.1708,19.9121,18.923,0.72549,17.5011,20.345,16–52,13.2674,13.1852,"per 100,000 population",OK,122.3
402,Oklahoma,2012,Both Sexes,All Ages,All Races-All Origins,771,3814820,20.2107,0.72787,18.784000000000002,21.6373,20.5919,0.7551800000000001,19.1118,22.0721,16–52,13.2208,13.1422,"per 100,000 population",OK,127.4
403,Oklahoma,2013,Both Sexes,All Ages,All Races-All Origins,790,3850568,20.5165,0.7299399999999999,19.0858,21.9471,20.6365,0.74929,19.1679,22.1051,16–52,13.9127,13.8005,"per 100,000 population",OK,123.3
404,Oklahoma,2014,Both Sexes,All Ages,All Races-All Origins,777,3878051,20.0358,0.71878,18.627,21.4446,20.3466,0.74521,18.886,21.8072,16–52,14.7574,14.6831,"per 100,000 population",OK,110.9
405,Oklahoma,2015,Both Sexes,All Ages,All Races-All Origins,725,3911338,18.5359,0.6884,17.1866,19.8851,19.0047,0.72147,17.5907,20.4188,16–52,16.304000000000002,16.2923,"per 100,000 population",OK,104.4
406,Oklahoma,2016,Both Sexes,All Ages,All Races-All Origins,813,3923561,20.721,0.72672,19.2966,22.1453,21.5304,0.7721899999999999,20.0169,23.0439,16–52,19.6925,19.7851,"per 100,000 population",OK,97.9
407,Oregon,2006,Both Sexes,All Ages,All Races-All Origins,485,3670883,13.2121,0.59993,12.0362,14.3879,12.8634,0.59011,11.7068,14.02,12.6–16,11.5373,11.4883,"per 100,000 population",OR,91.0
408,Oregon,2007,Both Sexes,All Ages,All Races-All Origins,502,3722417,13.4859,0.6019,12.3061,14.6656,13.1582,0.59454,11.9929,14.3235,12.6–16,11.9543,11.8775,"per 100,000 population",OR,95.5
409,Oregon,2008,Both Sexes,All Ages,All Races-All Origins,452,3768748,11.9934,0.56412,10.8877,13.099,11.8249,0.56415,10.7191,12.9306,10.3–12.6,11.9864,11.8947,"per 100,000 population",OR,99.1
410,Oregon,2009,Both Sexes,All Ages,All Races-All Origins,501,3808600,13.1544,0.5877,12.0026,14.3063,12.8968,0.5854600000000001,11.7492,14.0443,12.6–16,12.0624,11.9388,"per 100,000 population",OR,99.3
411,Oregon,2010,Both Sexes,All Ages,All Races-All Origins,503,3831074,13.1295,0.58541,11.9821,14.2769,12.9117,0.58572,11.7637,14.0598,12.6–16,12.4144,12.2966,"per 100,000 population",OR,101.2
412,Oregon,2011,Both Sexes,All Ages,All Races-All Origins,532,3871859,13.7402,0.5957100000000001,12.5726,14.9078,13.5494,0.5992,12.3749,14.7238,12.6–16,13.2674,13.1852,"per 100,000 population",OR,100.7
413,Oregon,2012,Both Sexes,All Ages,All Races-All Origins,490,3899353,12.5662,0.5676800000000001,11.4535,13.6788,12.4656,0.5736600000000001,11.3412,13.59,10.3–12.6,13.2208,13.1422,"per 100,000 population",OR,98.7
414,Oregon,2013,Both Sexes,All Ages,All Races-All Origins,455,3930065,11.5774,0.54276,10.5136,12.6412,11.3211,0.54315,10.2566,12.3857,10.3–12.6,13.9127,13.8005,"per 100,000 population",OR,94.2
415,Oregon,2014,Both Sexes,All Ages,All Races-All Origins,522,3970239,13.1478,0.5754600000000001,12.0199,14.2757,12.8483,0.57484,11.7216,13.975,12.6–16,14.7574,14.6831,"per 100,000 population",OR,91.9
416,Oregon,2015,Both Sexes,All Ages,All Races-All Origins,505,4028977,12.5342,0.55776,11.440999999999999,13.6274,12.0475,0.54973,10.97,13.125,10.3–12.6,16.304000000000002,16.2923,"per 100,000 population",OR,84.2
417,Oregon,2016,Both Sexes,All Ages,All Races-All Origins,506,4093465,12.3612,0.54952,11.2841,13.4382,11.9386,0.54378,10.8727,13.0044,10.3–12.6,19.6925,19.7851,"per 100,000 population",OR,76.3
418,Pennsylvania,2006,Both Sexes,All Ages,All Races-All Origins,1638,12510809,13.0927,0.3235,12.4586,13.7267,13.495999999999999,0.33666,12.8362,14.1559,12.6–16,11.5373,11.4883,"per 100,000 population",PA,69.5
419,Pennsylvania,2007,Both Sexes,All Ages,All Races-All Origins,1733,12563937,13.7934,0.33134,13.144,14.4429,13.8552,0.33712,13.1944,14.5159,12.6–16,11.9543,11.8775,"per 100,000 population",PA,73.7
420,Pennsylvania,2008,Both Sexes,All Ages,All Races-All Origins,1850,12612285,14.6682,0.34103,13.9998,15.3367,14.9061,0.35139000000000004,14.2174,15.5948,12.6–16,11.9864,11.8947,"per 100,000 population",PA,76.5
421,Pennsylvania,2009,Both Sexes,All Ages,All Races-All Origins,1909,12666858,15.0708,0.34493,14.3948,15.7469,15.2458,0.35493,14.5501,15.9415,12.6–16,12.0624,11.9388,"per 100,000 population",PA,78.1
422,Pennsylvania,2010,Both Sexes,All Ages,All Races-All Origins,1916,12702379,15.0838,0.3446,14.4084,15.7592,15.3278,0.35688000000000003,14.6283,16.0273,12.6–16,12.4144,12.2966,"per 100,000 population",PA,81.0
423,Pennsylvania,2011,Both Sexes,All Ages,All Races-All Origins,2289,12742886,17.963,0.37545,17.2271,18.6989,18.3208,0.39076,17.5549,19.0867,16–52,13.2674,13.1852,"per 100,000 population",PA,81.7
424,Pennsylvania,2012,Both Sexes,All Ages,All Races-All Origins,2365,12763536,18.5293,0.38101999999999997,17.7826,19.2761,18.9533,0.39834,18.1726,19.7341,16–52,13.2208,13.1422,"per 100,000 population",PA,83.3
425,Pennsylvania,2013,Both Sexes,All Ages,All Races-All Origins,2426,12773801,18.992,0.38559,18.2362,19.7478,19.3932,0.40333,18.6026,20.1837,16–52,13.9127,13.8005,"per 100,000 population",PA,81.6
426,Pennsylvania,2014,Both Sexes,All Ages,All Races-All Origins,2732,12787209,21.3651,0.40876,20.5639,22.1663,21.9021,0.42978,21.0597,22.7445,16–52,14.7574,14.6831,"per 100,000 population",PA,79.9
427,Pennsylvania,2015,Both Sexes,All Ages,All Races-All Origins,3264,12802503,25.495,0.44625,24.6204,26.3697,26.3273,0.47281999999999996,25.4006,27.2541,16–52,16.304000000000002,16.2923,"per 100,000 population",PA,75.5
428,Pennsylvania,2016,Both Sexes,All Ages,All Races-All Origins,4627,12784227,36.193000000000005,0.53208,35.1502,37.2359,37.8509,0.57113,36.7315,38.9703,16–52,19.6925,19.7851,"per 100,000 population",PA,69.5
429,Rhode Island,2006,Both Sexes,All Ages,All Races-All Origins,175,1063096,16.4614,1.2443600000000001,14.0224,18.9003,16.4045,1.24888,13.9567,18.8523,16–52,11.5373,11.4883,"per 100,000 population",RI,78.7
430,Rhode Island,2007,Both Sexes,All Ages,All Races-All Origins,135,1057315,12.7682,1.09891,10.6143,14.9221,12.424000000000001,1.08045,10.3063,14.5417,10.3–12.6,11.9543,11.8775,"per 100,000 population",RI,82.2
431,Rhode Island,2008,Both Sexes,All Ages,All Races-All Origins,185,1055003,17.5355,1.28924,15.0086,20.0624,17.3481,1.29188,14.815999999999999,19.8801,16–52,11.9864,11.8947,"per 100,000 population",RI,82.9
432,Rhode Island,2009,Both Sexes,All Ages,All Races-All Origins,161,1053646,15.2803,1.20425,12.9199,17.6406,14.7751,1.18464,12.4532,17.097,12.6–16,12.0624,11.9388,"per 100,000 population",RI,82.5
433,Rhode Island,2010,Both Sexes,All Ages,All Races-All Origins,167,1052567,15.866,1.22775,13.4596,18.2724,15.5066,1.22296,13.1096,17.9036,12.6–16,12.4144,12.2966,"per 100,000 population",RI,82.7
434,Rhode Island,2011,Both Sexes,All Ages,All Races-All Origins,190,1051302,18.0728,1.31114,15.503,20.6427,17.667,1.3118,15.0959,20.2381,16–52,13.2674,13.1852,"per 100,000 population",RI,82.5
435,Rhode Island,2012,Both Sexes,All Ages,All Races-All Origins,196,1050292,18.6615,1.3329600000000001,16.0489,21.2741,18.2384,1.33584,15.6202,20.8567,16–52,13.2208,13.1422,"per 100,000 population",RI,83.2
436,Rhode Island,2013,Both Sexes,All Ages,All Races-All Origins,241,1051511,22.9194,1.4763700000000002,20.0257,25.8131,22.3749,1.47729,19.4794,25.2704,16–52,13.9127,13.8005,"per 100,000 population",RI,76.9
437,Rhode Island,2014,Both Sexes,All Ages,All Races-All Origins,247,1055173,23.4085,1.48945,20.4892,26.3278,23.3501,1.5273,20.3566,26.3436,16–52,14.7574,14.6831,"per 100,000 population",RI,72.8
438,Rhode Island,2015,Both Sexes,All Ages,All Races-All Origins,310,1056298,29.3478,1.66684,26.0808,32.6148,28.1842,1.6484599999999998,24.9532,31.4151,16–52,16.304000000000002,16.2923,"per 100,000 population",RI,65.7
439,Rhode Island,2016,Both Sexes,All Ages,All Races-All Origins,326,1056426,30.8588,1.70911,27.5089,34.2086,30.8268,1.7523,27.3923,34.2613,16–52,19.6925,19.7851,"per 100,000 population",RI,60.3
440,South Carolina,2006,Both Sexes,All Ages,All Races-All Origins,554,4357847,12.7127,0.5401100000000001,11.6541,13.7713,12.7035,0.54403,11.6372,13.7698,12.6–16,11.5373,11.4883,"per 100,000 population",SC,90.4
441,South Carolina,2007,Both Sexes,All Ages,All Races-All Origins,545,4444110,12.2634,0.52531,11.2338,13.293,12.1421,0.52509,11.1129,13.1713,10.3–12.6,11.9543,11.8775,"per 100,000 population",SC,91.7
442,South Carolina,2008,Both Sexes,All Ages,All Races-All Origins,565,4528996,12.4752,0.52483,11.4465,13.5038,12.4953,0.53149,11.4536,13.5371,10.3–12.6,11.9864,11.8947,"per 100,000 population",SC,94.1
443,South Carolina,2009,Both Sexes,All Ages,All Races-All Origins,615,4589872,13.3991,0.5403,12.3401,14.4581,13.2651,0.54214,12.2025,14.3277,12.6–16,12.0624,11.9388,"per 100,000 population",SC,95.8
444,South Carolina,2010,Both Sexes,All Ages,All Races-All Origins,678,4625364,14.6583,0.56295,13.5549,15.7617,14.6269,0.56988,13.51,15.7439,12.6–16,12.4144,12.2966,"per 100,000 population",SC,98.6
445,South Carolina,2011,Both Sexes,All Ages,All Races-All Origins,618,4679230,13.2073,0.53128,12.165999999999999,14.2486,13.3115,0.54456,12.2441,14.3788,12.6–16,13.2674,13.1852,"per 100,000 population",SC,96.8
446,South Carolina,2012,Both Sexes,All Ages,All Races-All Origins,587,4723723,12.4266,0.5129,11.4214,13.4319,12.4567,0.52399,11.4297,13.4837,10.3–12.6,13.2208,13.1422,"per 100,000 population",SC,104.0
447,South Carolina,2013,Both Sexes,All Ages,All Races-All Origins,620,4774839,12.9847,0.52148,11.9626,14.0068,12.9686,0.53246,11.9249,14.0122,12.6–16,13.9127,13.8005,"per 100,000 population",SC,103.0
448,South Carolina,2014,Both Sexes,All Ages,All Races-All Origins,701,4832482,14.505999999999998,0.54788,13.4322,15.5799,14.4358,0.5592,13.3398,15.5319,12.6–16,14.7574,14.6831,"per 100,000 population",SC,101.3
449,South Carolina,2015,Both Sexes,All Ages,All Races-All Origins,761,4896146,15.5428,0.56343,14.4385,16.6472,15.6549,0.58191,14.5143,16.7954,12.6–16,16.304000000000002,16.2923,"per 100,000 population",SC,95.1
450,South Carolina,2016,Both Sexes,All Ages,All Races-All Origins,879,4961119,17.7178,0.5976100000000001,16.5465,18.8891,18.0931,0.62585,16.8664,19.3197,16–52,19.6925,19.7851,"per 100,000 population",SC,89.4
451,South Dakota,2006,Both Sexes,All Ages,All Races-All Origins,37,783033,4.7252,0.77682,3.327,6.5131,5.0775,0.8436100000000001,3.5562,7.0294,1.8–7.1,11.5373,11.4883,"per 100,000 population",SD,50.0
452,South Dakota,2007,Both Sexes,All Ages,All Races-All Origins,32,791623,4.0423,0.71459,2.7649,5.7066,4.0574,0.72501,2.7568,5.7591,1.8–7.1,11.9543,11.8775,"per 100,000 population",SD,49.9
453,South Dakota,2008,Both Sexes,All Ages,All Races-All Origins,54,799124,6.7574,0.9195700000000001,5.0764,8.8169,7.3098,1.01379,5.4593,9.5858,7.1–10.2,11.9864,11.8947,"per 100,000 population",SD,52.1
454,South Dakota,2009,Both Sexes,All Ages,All Races-All Origins,49,807067,6.0714,0.86734,4.4916,8.0267,6.6567,0.97477,4.8911,8.8519,1.8–7.1,12.0624,11.9388,"per 100,000 population",SD,52.3
455,South Dakota,2010,Both Sexes,All Ages,All Races-All Origins,45,814180,5.527,0.8239200000000001,4.0315,7.3956,6.2598,0.9549799999999999,4.5303,8.4319,1.8–7.1,12.4144,12.2966,"per 100,000 population",SD,54.0
456,South Dakota,2011,Both Sexes,All Ages,All Races-All Origins,57,824082,6.9168,0.91615,5.2387,8.9615,7.0872,0.96165,5.3241,9.2472,1.8–7.1,13.2674,13.1852,"per 100,000 population",SD,55.1
457,South Dakota,2012,Both Sexes,All Ages,All Races-All Origins,42,833354,5.0399,0.77767,3.6323,6.8124,5.4988,0.8652700000000001,3.9285,7.4879,1.8–7.1,13.2208,13.1422,"per 100,000 population",SD,60.1
458,South Dakota,2013,Both Sexes,All Ages,All Races-All Origins,55,844877,6.5098,0.8777799999999999,4.9041,8.4734,6.9467,0.95994,5.1881,9.1097,1.8–7.1,13.9127,13.8005,"per 100,000 population",SD,60.6
459,South Dakota,2014,Both Sexes,All Ages,All Races-All Origins,63,853175,7.3842,0.93032,5.6742,9.4476,7.7952,1.01032,5.9485,10.0339,7.1–10.2,14.7574,14.6831,"per 100,000 population",SD,61.7
460,South Dakota,2015,Both Sexes,All Ages,All Races-All Origins,65,858469,7.5716,0.93914,5.8436,9.6506,8.3571,1.06398,6.4074,10.7135,7.1–10.2,16.304000000000002,16.2923,"per 100,000 population",SD,59.1
461,South Dakota,2016,Both Sexes,All Ages,All Races-All Origins,69,865454,7.9727,0.9598,6.2032,10.09,8.4197,1.0422200000000001,6.4982,10.7317,7.1–10.2,19.6925,19.7851,"per 100,000 population",SD,54.8
462,Tennessee,2006,Both Sexes,All Ages,All Races-All Origins,975,6088766,16.0131,0.51283,15.008,17.0182,15.9915,0.5149199999999999,14.9823,17.0008,12.6–16,11.5373,11.4883,"per 100,000 population",TN,124.8
463,Tennessee,2007,Both Sexes,All Ages,All Races-All Origins,985,6175727,15.9495,0.5081899999999999,14.9535,16.9456,15.8402,0.50827,14.844000000000001,16.8364,12.6–16,11.9543,11.8775,"per 100,000 population",TN,128.8
464,Tennessee,2008,Both Sexes,All Ages,All Races-All Origins,938,6247411,15.0142,0.49023,14.0534,15.9751,14.7959,0.48818,13.8391,15.7527,12.6–16,11.9864,11.8947,"per 100,000 population",TN,132.9
465,Tennessee,2009,Both Sexes,All Ages,All Races-All Origins,962,6306019,15.2553,0.49185,14.2912,16.2193,15.1506,0.4939,14.1825,16.1186,12.6–16,12.0624,11.9388,"per 100,000 population",TN,138.4
466,Tennessee,2010,Both Sexes,All Ages,All Races-All Origins,1080,6346105,17.0183,0.51785,16.0033,18.0333,16.9123,0.5209199999999999,15.8913,17.9333,16–52,12.4144,12.2966,"per 100,000 population",TN,140.0
467,Tennessee,2011,Both Sexes,All Ages,All Races-All Origins,1090,6403353,17.0223,0.51559,16.0118,18.0329,17.16,0.52732,16.1264,18.1935,16–52,13.2674,13.1852,"per 100,000 population",TN,138.5
468,Tennessee,2012,Both Sexes,All Ages,All Races-All Origins,1131,6456243,17.5179,0.5209,16.497,18.5389,17.6078,0.5317,16.5657,18.65,16–52,13.2208,13.1422,"per 100,000 population",TN,136.1
469,Tennessee,2013,Both Sexes,All Ages,All Races-All Origins,1187,6495978,18.2728,0.53037,17.2333,19.3124,18.1013,0.5357,17.0513,19.1512,16–52,13.9127,13.8005,"per 100,000 population",TN,127.1
470,Tennessee,2014,Both Sexes,All Ages,All Races-All Origins,1269,6549352,19.375999999999998,0.54392,18.3099,20.442,19.5143,0.55738,18.4218,20.6067,16–52,14.7574,14.6831,"per 100,000 population",TN,121.3
471,Tennessee,2015,Both Sexes,All Ages,All Races-All Origins,1457,6600299,22.0748,0.57832,20.9413,23.2083,22.1571,0.59218,20.9964,23.3178,16–52,16.304000000000002,16.2923,"per 100,000 population",TN,114.9
472,Tennessee,2016,Both Sexes,All Ages,All Races-All Origins,1630,6651194,24.5069,0.60701,23.3171,25.6966,24.5334,0.62022,23.3178,25.749000000000002,16–52,19.6925,19.7851,"per 100,000 population",TN,107.5
473,Texas,2006,Both Sexes,All Ages,All Races-All Origins,2191,23359580,9.3794,0.20038,8.9867,9.7722,9.4937,0.2037,9.0944,9.892999999999999,7.1–10.2,11.5373,11.4883,"per 100,000 population",TX,66.8
474,Texas,2007,Both Sexes,All Ages,All Races-All Origins,2194,23831983,9.2061,0.19654000000000002,8.8209,9.5913,9.2789,0.19899,8.8888,9.6689,7.1–10.2,11.9543,11.8775,"per 100,000 population",TX,71.2
475,Texas,2008,Both Sexes,All Ages,All Races-All Origins,2053,24309039,8.4454,0.18639,8.0801,8.8107,8.5443,0.18962,8.1727,8.916,7.1–10.2,11.9864,11.8947,"per 100,000 population",TX,71.3
476,Texas,2009,Both Sexes,All Ages,All Races-All Origins,2409,24801761,9.713,0.1979,9.3251,10.1009,9.8015,0.20097,9.4076,10.1954,7.1–10.2,12.0624,11.9388,"per 100,000 population",TX,71.8
477,Texas,2010,Both Sexes,All Ages,All Races-All Origins,2399,25145561,9.5405,0.19478,9.1587,9.9222,9.5864,0.19713,9.2,9.9728,7.1–10.2,12.4144,12.2966,"per 100,000 population",TX,73.0
478,Texas,2011,Both Sexes,All Ages,All Races-All Origins,2589,25674681,10.0839,0.19818,9.6954,10.4723,10.1286,0.20065,9.7353,10.5218,7.1–10.2,13.2674,13.1852,"per 100,000 population",TX,72.0
479,Texas,2012,Both Sexes,All Ages,All Races-All Origins,2447,26059203,9.3902,0.18983,9.0181,9.7622,9.4049,0.19166,9.0292,9.7805,7.1–10.2,13.2208,13.1422,"per 100,000 population",TX,73.4
480,Texas,2013,Both Sexes,All Ages,All Races-All Origins,2446,26448193,9.2483,0.187,8.8818,9.6148,9.2641,0.18898,8.8937,9.6345,7.1–10.2,13.9127,13.8005,"per 100,000 population",TX,70.0
481,Texas,2014,Both Sexes,All Ages,All Races-All Origins,2601,26956958,9.6487,0.18919,9.2779,10.0195,9.6831,0.19167,9.3074,10.0587,7.1–10.2,14.7574,14.6831,"per 100,000 population",TX,67.0
482,Texas,2015,Both Sexes,All Ages,All Races-All Origins,2588,27469114,9.4215,0.1852,9.0585,9.7845,9.4013,0.18671,9.0354,9.7673,7.1–10.2,16.304000000000002,16.2923,"per 100,000 population",TX,59.8
483,Texas,2016,Both Sexes,All Ages,All Races-All Origins,2831,27862596,10.1606,0.19096,9.7863,10.5349,10.131,0.19255,9.7536,10.5084,7.1–10.2,19.6925,19.7851,"per 100,000 population",TX,57.6
484,Utah,2006,Both Sexes,All Ages,All Races-All Origins,444,2525507,17.5806,0.83434,15.9453,19.2159,19.1011,0.9237799999999999,17.2905,20.9117,16–52,11.5373,11.4883,"per 100,000 population",UT,87.0
485,Utah,2007,Both Sexes,All Ages,All Races-All Origins,511,2597746,19.6709,0.87019,17.9653,21.3765,21.2997,0.9614,19.4154,23.184,16–52,11.9543,11.8775,"per 100,000 population",UT,89.8
486,Utah,2008,Both Sexes,All Ages,All Races-All Origins,468,2663029,17.574,0.8123600000000001,15.9818,19.1662,18.9659,0.89386,17.2139,20.7179,16–52,11.9864,11.8947,"per 100,000 population",UT,91.3
